,Title,District,District ID,price,متراژ,نوع ملک,تعداد اتاق,پارکینگ,انباری,آسانسور,سن بنا,قیمت هر متر
282,فروش آپارتمان 96 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۹۶,آپارتمان,۲,دارد,دارد,دارد,۳ سال,
283,فروش آپارتمان 150 متر در شهرک راه آهن,آزادشهر,934,"5,400,000,000",150,آپارتمان,2,دارد,دارد,دارد,1 سال,"36,000,000"
284,فروش آپارتمان 120 متر در آزادشهر,آزادشهر,934,"4,950,000,000",120,آپارتمان,2,دارد,دارد,دارد,1 سال,"41,250,000"
285,فروش آپارتمان 120 متر در ویلاشهر,آزادشهر,934,"5,000,000,000",120,آپارتمان,3,دارد,دارد,دارد,نوساز,"41,667,000"
286,فروش آپارتمان 136 متر در آزادشهر,آزادشهر,934,"4,690,000,000",136,آپارتمان,2,دارد,دارد,دارد,6 سال,"34,485,000"
287,فروش آپارتمان 115 متر در سروآزاد آزادشهر,آزادشهر,934,"5,200,000,000",115,آپارتمان,2,دارد,دارد,دارد,7 سال,"45,217,000"
288,پیش فروش آپارتمان 100 متر دوخوابه وام دار,آزادشهر,934,"1,400,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"14,000,000"
289,آپارتمان 125 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۲۵,آپارتمان,۳,دارد,دارد,,۸ سال,
290,فروش آپارتمان 120 متر در شهرک راه آهن,آزادشهر,934,"5,750,000,000",130,آپارتمان,3,دارد,دارد,دارد,3 سال,"44,231,000"
291,فروش آپارتمان 150 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۵۰,آپارتمان,۳,دارد,دارد,دارد,۷ سال,
292,فروش آپارتمان 145 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۴۵,آپارتمان,۲,دارد,دارد,دارد,۷ سال,
293,فروش آپارتمان 124 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۲۴,آپارتمان,۳,دارد,دارد,,۸ سال,
294,آپارتمان 88 متری دوخوابه در آزادشهر,آزادشهر,934,"4,400,000,000",88,آپارتمان,2,دارد,دارد,,7 سال,"50,000,000"
295,اپارتمان 84متری ویلاشهر چیتگر,آزادشهر,934,"3,000,000,000",84,آپارتمان,2,دارد,دارد,,5 سال,"35,714,000"
296,فروش آپارتمان 113 متر در آزادشهر,آزادشهر,934,"4,900,000,000",113,آپارتمان,2,دارد,دارد,دارد,نوساز,"43,363,000"
297,فروش آپارتمان 93 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۹۳,آپارتمان,۲,دارد,دارد,دارد,۳ سال,
298,فروش آپارتمان 97 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۹۷,آپارتمان,۲,دارد,,دارد,۲ سال,
299,فروش آپارتمان 157 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۵۷,آپارتمان,۳,دارد,دارد,,۱۱ سال,
300,فروش خانه و کلنگی 420 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۴۲۰,خانه و کلنگی,۱,,,,بیشتر از ۳۰ سال,
301,فروش آپارتمان 106 متر در آزاد شهر,آزادشهر,934,قیمت توافقی,۱۰۶,آپارتمان,۲,دارد,دارد,دارد,۱۱ سال,
302,فروش آپارتمان 115 متر در آزادشهر,آزادشهر,934,"5,860,000,000",115,آپارتمان,2,دارد,دارد,دارد,نوساز,"50,957,000"
303,فروش آپارتمان 98 متر ویلاشهر آزادشهر چیتگرشمالی فوری,آزادشهر,934,"4,800,000,000",98,آپارتمان,2,دارد,دارد,,1 سال,"48,980,000"
304,فروش آپارتمان 127 متر الهیه غرب دانشگاه شریف آزادشهر,آزادشهر,934,"5,750,000,000",127,آپارتمان,2,دارد,دارد,دارد,2 سال,"45,276,000"
305,فروش آپارتمان 157 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۵۷,آپارتمان,۳,دارد,دارد,,۱۰ سال,
306,فروش خانه و کلنگی 420 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۴۲۰,خانه و کلنگی,۳,,,,۲۶ سال,
307,خریدار سه طبقه یکجا در الهیه غرب اردستانی,آزادشهر,934,قیمت توافقی,۱۱۵,آپارتمان,۲,دارد,دارد,دارد,۲ سال,
308,فروش آپارتمان 235 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۲۳۵,آپارتمان,۳,دارد,دارد,دارد,۴ سال,
309,3 واحد کلیدنخورده تکواحدی دانشگاه شریف الهیه غرب فوری,آزادشهر,934,"39,000,000,000",620,خانه و کلنگی,3,دارد,دارد,دارد,نوساز,"62,903,000"
310,فروش آپارتمان 66 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۶۶,آپارتمان,۱,دارد,دارد,دارد,۵ سال,
311,پیس فروش آپارتمان 120 متر دوخوابه وام دار خوش نقشه,آزادشهر,934,"1,680,000,000",120,آپارتمان,2,دارد,دارد,دارد,نوساز,"14,000,000"
312,فروش آپارتمان 106 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۰۶,آپارتمان,۲,دارد,دارد,دارد,۵ سال,
313,آپارتمان دو خوابه 106 متری,آزادشهر,934,"4,240,000,000",106,آپارتمان,2,دارد,دارد,دارد,5 سال,"40,000,000"
314,88متر 2 خواب ط اول,آزادشهر,934,"4,400,000,000",88,آپارتمان,2,دارد,دارد,,7 سال,"50,000,000"
315,فروش آپارتمان 115 متر الهیه غرب دانشگاه شریف آزادشهر,آزادشهر,934,"5,850,000,000",115,آپارتمان,2,دارد,دارد,دارد,نوساز,"50,870,000"
316,پیش فروش آپارتمان 120 متر دو خوابه وام دار,آزادشهر,934,"1,680,000,000",120,آپارتمان,2,دارد,دارد,دارد,نوساز,"14,000,000"
317,فروش آپارتمان 76 متر در چیتگر جنوبی,آزادشهر,934,"1,225,000,000",76,آپارتمان,1,دارد,دارد,دارد,نوساز,"16,118,000"
318,فروش آپارتمان 91 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۹۱,آپارتمان,۲,دارد,دارد,,۱۱ سال,
319,فروش خانه و کلنگی 345 متر الهیه غرب آزادشهر,آزادشهر,934,"18,500,000,000",345,خانه و کلنگی,2,دارد,دارد,دارد,نوساز,"53,623,000"
320,فروش آپارتمان 115 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۱۵,آپارتمان,۲,دارد,دارد,دارد,نوساز,
321,فروش خانه و کلنگی 420 متر در آزادشهر,آزادشهر,934,"17,600,000,000",420,خانه و کلنگی,5 به بالا,,,,بیشتر از 30 سال,"41,905,000"
322,فروش آپارتمان 80 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۸۰,آپارتمان,۲,دارد,دارد,دارد,۶ سال,
323,114 متر طبقه 15 از 16 برج روژان آتی شهر آزادشهر,آزادشهر,934,"4,290,000,000",114,آپارتمان,2,دارد,دارد,دارد,8 سال,"37,632,000"
324,فروش آپارتمان 112 متر در شهرک الهیه غرب آزادشهر فوری,آزادشهر,934,"6,400,000,000",112,آپارتمان,2,دارد,دارد,دارد,نوساز,"57,143,000"
325,فروش ویلا 70 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۷۰,ویلا,۲,دارد,دارد,,۸ سال,
326,پیش فروش آپارتمان 140 متر/سه خواب/سند تک برگ,آزادشهر,934,"1,932,000,000",140,آپارتمان,3,دارد,دارد,دارد,نوساز,"13,800,000"
327,شهرک خرازی بی 7,آزادشهر,934,"4,200,000,000",108,آپارتمان,2,دارد,دارد,دارد,نوساز,"38,889,000"
328,فروش آپارتمان 100 متر شهرک الهیه غرب کلیدنخورده فوری,آزادشهر,934,"5,250,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"52,500,000"
329,فروش آپارتمان 72 متر در ویلاشهر,آزادشهر,934,"3,000,000,000",72,آپارتمان,2,دارد,دارد,دارد,4 سال,"41,667,000"
330,فروش آپارتمان 95 متر ویلاشهر سروآزاد چیتگرشمالی,آزادشهر,934,"3,870,000,000",95,آپارتمان,2,دارد,دارد,دارد,3 سال,"40,737,000"
331,فروش آپارتمان 115 متر ویلاشهر آزادشهر 2پارکینگ,آزادشهر,934,"4,790,000,000",115,آپارتمان,2,دارد,دارد,دارد,2 سال,"41,652,000"
332,فروش آپارتمان 114 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۱۱۴,آپارتمان,۲,دارد,دارد,دارد,۳ سال,
333,فروش خانه و کلنگی 220 متر در آزادشهر,آزادشهر,934,قیمت توافقی,۲۲۰,خانه و کلنگی,۵ به بالا,دارد,دارد,دارد,نوساز,
334,آپارتمان دهم فروردین 71متری,آهنگ,4804,"3,200,000,000",71,آپارتمان,2,دارد,,دارد,3 سال,"45,070,000"
335,فروش آپارتمان 85متر دونبش نور/17شهریور جنوبی,آهنگ,4804,"2,300,000,000",85,آپارتمان,2,دارد,دارد,دارد,نوساز,"27,059,000"
336,خیابان شقاقی,آهنگ,4804,"1,550,000,000",60,آپارتمان,1,,دارد,,18 سال,"25,833,000"
337,55 متری گیلکی جنوبی,آهنگ,4804,"2,580,000,000",55,آپارتمان,1,,,دارد,6 سال,"46,909,000"
338,آپارتمان 67متری دوخوابه غرق در نور دو نبش,آهنگ,4804,"2,400,000,000",67,آپارتمان,2,دارد,,دارد,9 سال,"35,821,000"
339,فروش آپارتمان 100 متر در آهنگ,آهنگ,4804,"1,300,000,000",100,آپارتمان,2,دارد,دارد,دارد,نوساز,"13,000,000"
340,آپارتمان شکوفه ، کیامنش 50 متری,آهنگ,4804,"1,800,000,000","5,050",آپارتمان,1,,دارد,,20 سال,"356,000"
341,اپارتمان بازسازی کامل,آهنگ,4804,"1,350,000,000",43,آپارتمان,1,,دارد,,16 سال,"31,395,000"
342,145 متر بلوار ابوذر مسلم شمالی,آهنگ,4804,"8,000,000,000",145,آپارتمان,3,دارد,دارد,دارد,6 سال,"55,172,000"
343,مسلم جنوبی 52 متر (املاک حسینی),آهنگ,4804,"2,900,000,000",52,آپارتمان,1,دارد,دارد,دارد,16 سال,"55,769,000"
344,خانه و مصالح فروشی,آهنگ,4804,"27,000,000,000",282,خانه و کلنگی,4,,دارد,,31 سال,"95,745,000"
345,60متر آپارتمان نبرد جنوبی مسلم,آهنگ,4804,"2,550,000,000",60,آپارتمان,1,,دارد,,18 سال,"42,500,000"
346,اپارتمان 50 متر ارجمندی راد,آهنگ,4804,قیمت توافقی,۵۰,آپارتمان,۱,,,,۱۲ سال,
347,بلوارابوذر 68متری,آهنگ,4804,"2,500,000,000",68,آپارتمان,2,دارد,دارد,,17 سال,"36,765,000"
348,آپارتمان 117 متدی سعادت آباد,آهنگ,4804,"21,100,000,000",117,آپارتمان,2,,دارد,,31 سال,"180,342,000"
349,فروش آپارتمان 52 متر در آهنگ,آهنگ,4804,قیمت توافقی,۵۲,آپارتمان,۱,دارد,دارد,دارد,نوساز,
350,فروش خانه ای دو بر ( سر نبش ) جنوبی در 4 طبقه,آهنگ,4804,"12,000,000,000",150,خانه و کلنگی,2,دارد,دارد,,29 سال,"80,000,000"
351,خریدار اپارتمان,آهنگ,4804,"1,200,000,000",50,آپارتمان,1,,,,14 سال,"24,000,000"
352,127 متر بلوار ابوذر علامه امینی شمالی نوساز کلید نخورده,آهنگ,4804,"9,500,000,000",127,آپارتمان,3,دارد,دارد,دارد,نوساز,"74,803,000"
353,آپارتمان 44متری دردار,آهنگ,4804,قیمت توافقی,۴۴,آپارتمان,۱,دارد,دارد,دارد,۱۴ سال,
354,بلوار ابوذر پل پنجم 81متر,آهنگ,4804,"3,900,000,000",81,آپارتمان,2,دارد,دارد,دارد,8 سال,"48,148,000"
355,پیش فروش واحد 110 مترشیک ،لوکس،وامدار وشرایط پرداخت آسان,آهنگ,4804,"1,815,000,000",110,آپارتمان,2,دارد,دارد,دارد,نوساز,"16,500,000"
356,بلوار ابوذر پل پنجم وحدت,آهنگ,4804,"2,550,000,000",63,آپارتمان,2,دارد,دارد,,16 سال,"40,476,000"
357,77 متر بازسازی شده فول گلستان11,آهنگ,4804,"3,350,000,000",77,آپارتمان,2,دارد,دارد,دارد,16 سال,"43,506,000"
358,17شهریور جنوبی,آهنگ,4804,"1,660,000,000",63,خانه و کلنگی,2,,,,31 سال,"26,349,000"
359,فروش آپارتمان 55متر مربع نوساز/17شهریور جنوبی,آهنگ,4804,"1,500,000,000",53,آپارتمان,1,,,دارد,نوساز,"28,302,000"
360,لاکچری 18متر انباری و پارکینگ اصلی,آهنگ,4804,"5,200,000,000",80,آپارتمان,2,دارد,دارد,,17 سال,"65,000,000"
361,اپارتمان 45 متر عارف شمالی,آهنگ,4804,"2,200,000,000",45,آپارتمان,1,,,,21 سال,"48,889,000"
362,85متری نقلی در اهنگ,آهنگ,4804,"4,000,000,000",85,آپارتمان,2,دارد,,دارد,نوساز,"47,059,000"
363,فوری فروشی,آهنگ,4804,"28,000,000,000",76,آپارتمان,2,,دارد,,3 سال,"368,421,000"
364,آپارتمان 35 متری,آهنگ,4804,"1,320,000,000",35,آپارتمان,1,,دارد,,15 سال,"37,714,000"
365,فروش آپارتمان 109 متر در اباذر,اباذر,883,"6,550,000,000",109,آپارتمان,3,دارد,دارد,دارد,13 سال,"60,092,000"
366,فروش آپارتمان 95 متر در گلستان های اباذر,اباذر,883,"7,600,000,000",95,آپارتمان,2,دارد,دارد,دارد,5 سال,"80,000,000"
367,50 متری یک خواب,اباذر,883,"3,650,000,000",50,آپارتمان,1,دارد,دارد,دارد,14 سال,"73,000,000"
368,100متر3خواب/فول امکانات/بازسازی شده/اباذر.مهران,اباذر,883,"6,500,000,000",100,آپارتمان,3,دارد,دارد,دارد,17 سال,"65,000,000"
369,بهنام // فول امکانات// کم سن,اباذر,883,"4,150,000,000",76,آپارتمان,2,دارد,دارد,دارد,8 سال,"54,605,000"
370,فروش آپارتمان 100 متر در اباذر,اباذر,883,"6,000,000,000",100,آپارتمان,2,دارد,دارد,دارد,11 سال,"60,000,000"
371,فروش آپارتمان 127 متر در اباذر,اباذر,883,"8,580,000,000",127,آپارتمان,3,دارد,دارد,دارد,8 سال,"67,559,000"
372,فروش آپارتمان 114 متر در اباذر,اباذر,883,"7,800,000,000",114,آپارتمان,2,دارد,دارد,دارد,17 سال,"68,421,000"
373,آپارتمان 71 متر در اباذر,اباذر,883,"5,200,000,000",71,آپارتمان,2,دارد,دارد,دارد,14 سال,"73,239,000"
374,فروش آپارتمان 110 متر در اباذر,اباذر,883,"8,300,000,000",110,آپارتمان,1,دارد,دارد,دارد,13 سال,"75,455,000"
375,فروش آپارتمان 185 متر در اباذر,اباذر,883,قیمت توافقی,۱۸۵,آپارتمان,۳,دارد,دارد,دارد,۱ سال,
376,فروش آپارتمان 100 متر در اباذر,اباذر,883,قیمت توافقی,۱۰۰,آپارتمان,۲,دارد,دارد,دارد,۱۱ سال,
377,فروش آپارتمان 100 متر در اباذر,اباذر,883,"10,200,000,000",100,آپارتمان,2,دارد,دارد,دارد,1 سال,"102,000,000"
378,کاشانی ، آلاله شرقی/ 108 متر / 10 واحدی,اباذر,883,"7,300,000,000",108,آپارتمان,2,دارد,دارد,دارد,8 سال,"67,593,000"
379,فروش آپارتمان 238 متر در اباذر,اباذر,883,قیمت توافقی,۲۳۸,آپارتمان,۳,دارد,دارد,دارد,۱ سال,
380,فروش آپارتمان 93 متر در اباذر,اباذر,883,"9,670,000,000",93,آپارتمان,2,دارد,دارد,دارد,1 سال,"103,978,000"
381,فروش آپارتمان 71 متر در اباذر,اباذر,883,"4,150,000,000",71,آپارتمان,2,دارد,دارد,دارد,16 سال,"58,451,000"
382,فروش آپارتمان 98 متر در اباذر,اباذر,883,"7,700,000,000",98,آپارتمان,2,دارد,دارد,دارد,5 سال,"78,571,000"
383,فروش آپارتمان 90 متر در اباذر,اباذر,883,"5,950,000,000",90,آپارتمان,2,دارد,دارد,,17 سال,"66,111,000"
384,فروش آپارتمان 75 متر در اباذر,اباذر,883,"4,800,000,000",75,آپارتمان,2,,دارد,,20 سال,"64,000,000"
385,فروش آپارتمان 278 متر در اباذر,اباذر,883,قیمت توافقی,۲۷۸,آپارتمان,۴,دارد,دارد,دارد,۱ سال,
386,فروش آپارتمان 92 متر در اباذر,اباذر,883,"5,200,000,000",92,آپارتمان,2,دارد,دارد,دارد,11 سال,"56,522,000"
387,125 متر اباذر ساختمان وی آی پی فوری,اباذر,883,"15,000,000,000",125,آپارتمان,3,دارد,دارد,دارد,نوساز,"120,000,000"
388,فروش آپارتمان 65 متر در اباذر,اباذر,883,"5,120,000,000",65,آپارتمان,2,دارد,دارد,دارد,5 سال,"78,769,000"
389,فروش آپارتمان 100 متر در اباذر,اباذر,883,"7,700,000,000",100,آپارتمان,2,دارد,دارد,دارد,17 سال,"77,000,000"
390,فروش آپارتمان 55 متر در اباذر,اباذر,883,"4,950,000,000",55,آپارتمان,1,دارد,دارد,دارد,6 سال,"90,000,000"
391,فروش آپارتمان 85 متر در اباذر,اباذر,883,"5,080,000,000",85,آپارتمان,3,دارد,دارد,دارد,11 سال,"59,765,000"
392,فروش آپارتمان 97 متر در اباذر,اباذر,883,قیمت توافقی,۹۷,آپارتمان,۲,دارد,دارد,دارد,۲ سال,
393,فروش آپارتمان 66 متر در اباذر,اباذر,883,"5,500,000,000",66,آپارتمان,1,دارد,دارد,دارد,7 سال,"83,333,000"
394,فروش آپارتمان 199 متر در اباذر,اباذر,883,قیمت توافقی,۱۹۹,آپارتمان,۳,دارد,دارد,دارد,۱ سال,
395,فروش آپارتمان 116 متر در اباذر,اباذر,883,"12,000,000,000",116,آپارتمان,2,دارد,دارد,دارد,نوساز,"103,448,000"
396,فروش آپارتمان 68 متر در اباذر کم سن لاکچری,اباذر,883,"5,500,000,000",68,آپارتمان,1,دارد,دارد,دارد,3 سال,"80,882,000"
397,فروش آپارتمان 70 متر در اباذر,اباذر,883,"4,200,000,000",70,آپارتمان,2,دارد,دارد,دارد,17 سال,"60,000,000"
398,فروش آپارتمان 97 متر در اباذر,اباذر,883,"8,700,000,000",97,آپارتمان,2,دارد,دارد,دارد,6 سال,"89,691,000"
399,فروش آپارتمان 270 متر در اباذر,اباذر,883,قیمت توافقی,۲۷۰,آپارتمان,۴,دارد,دارد,دارد,۱ سال,
400,فروش آپارتمان 70 متر در اباذر,اباذر,883,"5,500,000,000",70,آپارتمان,1,دارد,دارد,دارد,12 سال,"78,571,000"
401,67متر دوخواب اباذر بهنام با شرایط عالی,اباذر,883,"4,550,000,000",67,آپارتمان,2,دارد,دارد,دارد,19 سال,"67,910,000"
402,فروش آپارتمان 99 متر در اباذر,اباذر,883,"7,550,000,000",99,آپارتمان,2,دارد,دارد,دارد,8 سال,"76,263,000"
403,فروش آپارتمان 114 متر در اباذر,اباذر,883,"6,300,000,000",114,آپارتمان,2,دارد,دارد,دارد,11 سال,"55,263,000"
404,فروش آپارتمان 275 متر در اباذر,اباذر,883,قیمت توافقی,۲۷۵,آپارتمان,۴,دارد,دارد,دارد,۱ سال,
405,آپارتمان 75 متر2 خواب،بازسازی لاکچری در اباذر,اباذر,883,"5,000,000,000",75,آپارتمان,2,دارد,دارد,,16 سال,"66,667,000"
406,فروش آپارتمان 75 متر2خواب،ملک 2کله در اباذر,اباذر,883,"5,700,000,000",75,آپارتمان,2,دارد,دارد,دارد,13 سال,"76,000,000"
407,فروش آپارتمان 100 متر در اباذر,اباذر,883,"4,900,000,000",100,آپارتمان,2,دارد,دارد,,18 سال,"49,000,000"
408,فروش آپارتمان 69 متر در اباذر,اباذر,883,"4,100,000,000",69,آپارتمان,2,دارد,دارد,,18 سال,"59,420,000"
409,سوپر سازه منطقه 5 تهران,اباذر,883,قیمت توافقی,۱۱۸,آپارتمان,۳,دارد,دارد,دارد,نوساز,
410,فروش آپارتمان 150 متر در اباذر,اباذر,883,"11,000,000,000",150,آپارتمان,3,دارد,دارد,دارد,5 سال,"73,333,000"
411,52 متر در اباذر,اباذر,883,"3,850,000,000",52,آپارتمان,1,دارد,دارد,دارد,9 سال,"74,038,000"
412,فروش آپارتمان 63 متر در اباذر,اباذر,883,"4,200,000,000",63,آپارتمان,1,دارد,دارد,دارد,14 سال,"66,667,000"
413,آپارتمان 105 متر در اباذر،/دو کله نور گیر,اباذر,883,"7,500,000,000",105,آپارتمان,2,دارد,دارد,دارد,13 سال,"71,429,000"
414,فروش آپارتمان 190 متر در اباذر,اباذر,883,قیمت توافقی,۱۹۰,آپارتمان,۳,دارد,دارد,دارد,نوساز,
415,پیش فروش 140 متر/ اقساط بلند مدت/ رزومه درخشان/ شهرک راه آهن,اباذر,883,"1,690,000,000",140,آپارتمان,3,دارد,دارد,دارد,نوساز,"12,071,000"
416,فروش آپارتمان 68 متر در اباذر,اباذر,883,"4,300,000,000",68,آپارتمان,1,دارد,دارد,دارد,14 سال,"63,235,000"
417,فروش آپارتمان 102 متر در اباذر,اباذر,883,"7,800,000,000",102,آپارتمان,2,دارد,دارد,دارد,11 سال,"76,471,000"
418,فروش آپارتمان 206 متر در اباذر,اباذر,883,قیمت توافقی,۲۰۶,آپارتمان,۳,دارد,دارد,دارد,۴ سال,
419,125 متر 3 خوابه VIP کاشانی اباذر,اباذر,883,"13,125,000,000",125,آپارتمان,3,دارد,دارد,دارد,نوساز,"105,000,000"
420,88متر/کلید نخورده / اباذر,اباذر,883,قیمت توافقی,۸۸,آپارتمان,۲,دارد,دارد,دارد,نوساز,
421,فروش آپارتمان 140 متر در اباذر,اباذر,883,قیمت توافقی,۱۴۰,آپارتمان,۳,دارد,دارد,دارد,۸ سال,
422,فروش آپارتمان 150 متر در بلوار فردوس غرب,اباذر,883,"12,000,000,000",150,آپارتمان,3,دارد,دارد,دارد,2 سال,"80,000,000"
423,فروش خانه و کلنگی 101 متر در اباذر,اباذر,883,"6,500,000,000",101,آپارتمان,2,دارد,دارد,دارد,19 سال,"64,356,000"
424,فروش آپارتمان 85 متر در اباذر,اباذر,883,"5,300,000,000",85,آپارتمان,2,دارد,دارد,دارد,19 سال,"62,353,000"
425,فروش آپارتمان 115 متر در اباذر,اباذر,883,"10,500,000,000",115,آپارتمان,2,دارد,دارد,دارد,1 سال,"91,304,000"
426,فروش آپارتمان 70 متر در اباذر,اباذر,883,"3,200,000,000",70,آپارتمان,2,دارد,دارد,دارد,20 سال,"45,714,000"
427,فروش آپارتمان 72متر 2خواب، روبه آفتاب در اباذر,اباذر,883,"5,300,000,000",72,آپارتمان,2,دارد,دارد,دارد,15 سال,"73,611,000"
428,فروش آپارتمان 108 متر در اباذر,اباذر,883,"6,000,000,000",108,آپارتمان,2,دارد,دارد,دارد,19 سال,"55,556,000"
429,140 متر سه خواب کاشانی بهنام فول امکانات,اباذر,883,"9,800,000,000",140,آپارتمان,3,دارد,دارد,دارد,19 سال,"70,000,000"
430,فروش آپارتمان 202 متر در اباذر,اباذر,883,قیمت توافقی,۲۰۲,آپارتمان,۴,دارد,دارد,دارد,۱۳ سال,
431,خانه رویایی 218متری-4خواب اباذر,اباذر,883,"12,000,000,000",218,آپارتمان,4,دارد,دارد,دارد,12 سال,"55,046,000"
432,110متر2خواب/فول امکانات/طبقه3/اباذر گلستانها,اباذر,883,"6,500,000,000",110,آپارتمان,2,دارد,دارد,دارد,16 سال,"59,091,000"
433,فروش آپارتمان 88 متر در اباذر,اباذر,883,"5,700,000,000",88,آپارتمان,2,دارد,دارد,دارد,11 سال,"64,773,000"
434,63متر1خ/نور عالی/اباذر پیامبر شرقی,اباذر,883,"4,500,000,000",63,آپارتمان,1,دارد,دارد,دارد,11 سال,"71,429,000"
435,فروش آپارتمان 57 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"2,400,000,000",57,آپارتمان,1,,دارد,,19 سال,"42,105,000"
436,فروش آپارتمان 112 متر در دریاچه شهدای خلیج فارس,ابوذر - منطقه ۱۴,5364,"3,490,000,000",112,آپارتمان,2,دارد,دارد,دارد,نوساز,"31,161,000"
437,فروش آپارتمان,ابوذر - منطقه ۱۴,5364,"2,627,000,000",71,آپارتمان,2,,دارد,,16 سال,"37,000,000"
438,نیاز به خرید خانه,ابوذر - منطقه ۱۴,5364,"250,000,000",50,خانه و کلنگی,1,,,,بیشتر از 30 سال,"5,000,000"
439,فروش آپارتمان 95 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"7,885,000,000",95,آپارتمان,2,دارد,دارد,دارد,16 سال,"83,000,000"
440,فروش آپارتمان 85 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"3,800,000,000",85,آپارتمان,2,,دارد,,19 سال,"44,706,000"
441,فروش آپارتمان 78 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"2,700,000,000",78,آپارتمان,2,,دارد,,15 سال,"34,615,000"
442,فروش آپارتمان 100متری در نبرد شمالی,ابوذر - منطقه ۱۴,5364,"4,100,000,000",100,آپارتمان,2,,,دارد,9 سال,"41,000,000"
443,فروش آپارتمان 93 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"5,600,000,000",93,آپارتمان,2,دارد,دارد,دارد,1 سال,"60,215,000"
444,40 متر بلوار ابوذر (وحدت),ابوذر - منطقه ۱۴,5364,"1,680,000,000",40,آپارتمان,1,,دارد,دارد,19 سال,"42,000,000"
445,126متر خ بقائی مسلم جنوبی,ابوذر - منطقه ۱۴,5364,"6,400,000,000",126,آپارتمان,3,دارد,دارد,دارد,5 سال,"50,794,000"
446,فروش آپارتمان 66 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"2,200,000,000",66,آپارتمان,2,,دارد,,18 سال,"33,333,000"
447,فروش آپارتمان 63 متر دو خواب در ابوذر,ابوذر - منطقه ۱۴,5364,"3,200,000,000",63,آپارتمان,2,,دارد,دارد,11 سال,"50,794,000"
448,فروش آپارتمان 107 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"6,500,000,000",107,آپارتمان,2,دارد,دارد,دارد,8 سال,"60,748,000"
449,فروش آپارتمان 75 متر در سعادت آباد,ابوذر - منطقه ۱۴,5364,"5,500,000,000",75,آپارتمان,4,دارد,دارد,دارد,17 سال,"73,333,000"
450,آپارتمان فروشی 58.5 متر منطقه 15 بلوار ابوذر پل ششم خ بهشتی,ابوذر - منطقه ۱۴,5364,"2,100,000,000",58,آپارتمان,1,,دارد,,26 سال,"36,207,000"
451,فروش یک واحدآپارتمان,ابوذر - منطقه ۱۴,5364,"900,000,000",60,آپارتمان,1,,,,5 سال,"15,000,000"
452,47 متر تکواحدی / بین ائمه اطهار و صاحب الزمان,ابوذر - منطقه ۱۴,5364,"1,850,000,000",48,آپارتمان,1,,دارد,,19 سال,"38,542,000"
453,فروش آپارتمان 84 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"3,300,000,000",84,آپارتمان,2,دارد,دارد,,14 سال,"39,286,000"
454,فروش آپارتمان 156 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"7,009,999,000",156,آپارتمان,3,دارد,دارد,دارد,13 سال,"44,936,000"
455,فروش آپارتمان 97 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"4,600,000,000",97,آپارتمان,2,دارد,دارد,,23 سال,"47,423,000"
456,اپارتمان 80متری تک خوابه,ابوذر - منطقه ۱۴,5364,"4,800,000,000",80,آپارتمان,1,,دارد,,31 سال,"60,000,000"
457,فروش آپارتمان 60 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"2,400,000,000",60,آپارتمان,1,,دارد,,25 سال,"40,000,000"
458,فروش آپارتمان 69 متر در ابوذر - منطقه 14,ابوذر - منطقه ۱۴,5364,"2,850,000,000",69,آپارتمان,2,,دارد,دارد,15 سال,"41,304,000"
